iButton_Temp,Date,Object,Size,Location,Month
24,3/31/20,Bush,Small,Mishmar,3
23,3/31/20,Bush,Small,Tzeelim,3
19.5,4/13/20,Bush,Small,Tzeelim,4
28,4/13/20,Bush,Small,Tzeelim,4
20.5,4/13/20,Bush,Small,Mishmar,4
29.5,4/13/20,Bush,Small,Mishmar,4
19.5,4/13/20,Bush,Small,Tzeelim,4
36.5,4/13/20,Bush,Small,Tzeelim,4
21.5,4/13/20,Bush,Small,Mishmar,4
28,4/13/20,Bush,Small,Mishmar,4
24,4/13/20,Bush,Small,Tzeelim,4
23,4/13/20,Bush,Small,Tzeelim,4
24.5,4/13/20,Bush,Small,Mishmar,4
23.5,4/13/20,Bush,Small,Mishmar,4
27,4/13/20,Bush,Small,Tzeelim,4
23.5,4/13/20,Bush,Small,Tzeelim,4
25,4/13/20,Bush,Small,Mishmar,4
24,4/13/20,Bush,Small,Mishmar,4
25,4/13/20,Bush,Small,Tzeelim,4
22.5,4/13/20,Bush,Small,Tzeelim,4
26,4/13/20,Bush,Small,Mishmar,4
22.5,4/13/20,Bush,Small,Mishmar,4
29.5,4/13/20,Bush,Small,Tzeelim,4
22.5,4/13/20,Bush,Small,Tzeelim,4
26,4/13/20,Bush,Small,Mishmar,4
23,4/13/20,Bush,Small,Mishmar,4
20,4/13/20,Bush,Small,Tzeelim,4
26.5,4/13/20,Bush,Small,Tzeelim,4
21,4/13/20,Bush,Small,Mishmar,4
27.5,4/13/20,Bush,Small,Mishmar,4
20.5,4/13/20,Bush,Small,Tzeelim,4
32.5,4/13/20,Bush,Small,Tzeelim,4
21.5,4/13/20,Bush,Small,Mishmar,4
27.5,4/13/20,Bush,Small,Mishmar,4
19,4/13/20,Bush,Small,Tzeelim,4
29,4/13/20,Bush,Small,Tzeelim,4
20,4/13/20,Bush,Small,Mishmar,4
29.5,4/13/20,Bush,Small,Mishmar,4
19.5,4/13/20,Bush,Small,Tzeelim,4
38,4/13/20,Bush,Small,Tzeelim,4
20.5,4/13/20,Bush,Small,Mishmar,4
28,4/13/20,Bush,Small,Mishmar,4
18.5,4/13/20,Bush,Small,Tzeelim,4
30.5,4/13/20,Bush,Small,Tzeelim,4
19.5,4/13/20,Bush,Small,Mishmar,4
29.5,4/13/20,Bush,Small,Mishmar,4
18.5,4/13/20,Bush,Small,Tzeelim,4
36,4/13/20,Bush,Small,Tzeelim,4
20,4/13/20,Bush,Small,Mishmar,4
28.5,4/13/20,Bush,Small,Mishmar,4
17.5,4/13/20,Bush,Small,Tzeelim,4
30.5,4/13/20,Bush,Small,Tzeelim,4
19,4/13/20,Bush,Small,Mishmar,4
29.5,4/13/20,Bush,Small,Mishmar,4
18,4/13/20,Bush,Small,Tzeelim,4
32.5,4/13/20,Bush,Small,Tzeelim,4
19.5,4/13/20,Bush,Small,Mishmar,4
29,4/13/20,Bush,Small,Mishmar,4
17,4/13/20,Bush,Small,Tzeelim,4
29,4/13/20,Bush,Small,Tzeelim,4
18.5,4/13/20,Bush,Small,Mishmar,4
29,4/13/20,Bush,Small,Mishmar,4
17,4/13/20,Bush,Small,Tzeelim,4
30.5,4/13/20,Bush,Small,Tzeelim,4
19,4/13/20,Bush,Small,Mishmar,4
29,4/13/20,Bush,Small,Mishmar,4
16.5,4/13/20,Bush,Small,Tzeelim,4
28,4/13/20,Bush,Small,Tzeelim,4
18,4/13/20,Bush,Small,Mishmar,4
28,4/13/20,Bush,Small,Mishmar,4
17,4/13/20,Bush,Small,Tzeelim,4
29,4/13/20,Bush,Small,Tzeelim,4
18.5,4/13/20,Bush,Small,Mishmar,4
28,4/13/20,Bush,Small,Mishmar,4
17.5,4/13/20,Bush,Small,Tzeelim,4
26.5,4/13/20,Bush,Small,Tzeelim,4
20,4/13/20,Bush,Small,Mishmar,4
26.5,4/13/20,Bush,Small,Mishmar,4
17.5,4/13/20,Bush,Small,Tzeelim,4
27,4/13/20,Bush,Small,Tzeelim,4
20.5,4/13/20,Bush,Small,Mishmar,4
26.5,4/13/20,Bush,Small,Mishmar,4
20,4/13/20,Bush,Small,Tzeelim,4
25.5,4/13/20,Bush,Small,Tzeelim,4
22,4/13/20,Bush,Small,Mishmar,4
26,4/13/20,Bush,Small,Mishmar,4
20.5,4/13/20,Bush,Small,Tzeelim,4
26,4/13/20,Bush,Small,Tzeelim,4
23,4/13/20,Bush,Small,Mishmar,4
26,4/13/20,Bush,Small,Mishmar,4
22,4/13/20,Bush,Small,Tzeelim,4
25,4/13/20,Bush,Small,Tzeelim,4
23,4/13/20,Bush,Small,Mishmar,4
25.5,4/13/20,Bush,Small,Mishmar,4
24,4/13/20,Bush,Small,Tzeelim,4
25,4/13/20,Bush,Small,Tzeelim,4
23.5,4/13/20,Bush,Small,Mishmar,4
25.5,4/13/20,Bush,Small,Mishmar,4
21,4/14/20,Bush,Small,Tzeelim,4
30,4/14/20,Bush,Small,Tzeelim,4
21,4/14/20,Bush,Small,Mishmar,4
33,4/14/20,Bush,Small,Mishmar,4
21,4/14/20,Bush,Small,Tzeelim,4
40.5,4/14/20,Bush,Small,Tzeelim,4
21.5,4/14/20,Bush,Small,Mishmar,4
30.5,4/14/20,Bush,Small,Mishmar,4
26,4/14/20,Bush,Small,Tzeelim,4
25.5,4/14/20,Bush,Small,Tzeelim,4
26.5,4/14/20,Bush,Small,Mishmar,4
25.5,4/14/20,Bush,Small,Mishmar,4
29.5,4/14/20,Bush,Small,Tzeelim,4
24.5,4/14/20,Bush,Small,Tzeelim,4
27,4/14/20,Bush,Small,Mishmar,4
26.5,4/14/20,Bush,Small,Mishmar,4
27.5,4/14/20,Bush,Small,Tzeelim,4
25,4/14/20,Bush,Small,Tzeelim,4
29,4/14/20,Bush,Small,Mishmar,4
25.5,4/14/20,Bush,Small,Mishmar,4
32.5,4/14/20,Bush,Small,Tzeelim,4
25,4/14/20,Bush,Small,Tzeelim,4
29.5,4/14/20,Bush,Small,Mishmar,4
26,4/14/20,Bush,Small,Mishmar,4
21.5,4/14/20,Bush,Small,Tzeelim,4
28.5,4/14/20,Bush,Small,Tzeelim,4
22,4/14/20,Bush,Small,Mishmar,4
30.5,4/14/20,Bush,Small,Mishmar,4
21.5,4/14/20,Bush,Small,Tzeelim,4
35,4/14/20,Bush,Small,Tzeelim,4
22.5,4/14/20,Bush,Small,Mishmar,4
30.5,4/14/20,Bush,Small,Mishmar,4
20.5,4/14/20,Bush,Small,Tzeelim,4
31,4/14/20,Bush,Small,Tzeelim,4
20.5,4/14/20,Bush,Small,Mishmar,4
34.5,4/14/20,Bush,Small,Mishmar,4
20.5,4/14/20,Bush,Small,Tzeelim,4
40,4/14/20,Bush,Small,Tzeelim,4
21.5,4/14/20,Bush,Small,Mishmar,4
32,4/14/20,Bush,Small,Mishmar,4
20,4/14/20,Bush,Small,Tzeelim,4
31.5,4/14/20,Bush,Small,Tzeelim,4
21,4/14/20,Bush,Small,Mishmar,4
30.5,4/14/20,Bush,Small,Mishmar,4
20.5,4/14/20,Bush,Small,Tzeelim,4
36,4/14/20,Bush,Small,Tzeelim,4
21.5,4/14/20,Bush,Small,Mishmar,4
30,4/14/20,Bush,Small,Mishmar,4
20,4/14/20,Bush,Small,Tzeelim,4
33,4/14/20,Bush,Small,Tzeelim,4
21,4/14/20,Bush,Small,Mishmar,4
31,4/14/20,Bush,Small,Mishmar,4
20.5,4/14/20,Bush,Small,Tzeelim,4
35,4/14/20,Bush,Small,Tzeelim,4
21.5,4/14/20,Bush,Small,Mishmar,4
30.5,4/14/20,Bush,Small,Mishmar,4
20.5,4/14/20,Bush,Small,Tzeelim,4
32,4/14/20,Bush,Small,Tzeelim,4
21,4/14/20,Bush,Small,Mishmar,4
31,4/14/20,Bush,Small,Mishmar,4
20.5,4/14/20,Bush,Small,Tzeelim,4
33.5,4/14/20,Bush,Small,Tzeelim,4
21.5,4/14/20,Bush,Small,Mishmar,4
30.5,4/14/20,Bush,Small,Mishmar,4
20.5,4/14/20,Bush,Small,Tzeelim,4
31,4/14/20,Bush,Small,Tzeelim,4
21,4/14/20,Bush,Small,Mishmar,4
30,4/14/20,Bush,Small,Mishmar,4
20.5,4/14/20,Bush,Small,Tzeelim,4
32,4/14/20,Bush,Small,Tzeelim,4
21,4/14/20,Bush,Small,Mishmar,4
30,4/14/20,Bush,Small,Mishmar,4
20.5,4/14/20,Bush,Small,Tzeelim,4
28.5,4/14/20,Bush,Small,Tzeelim,4
21,4/14/20,Bush,Small,Mishmar,4
27.5,4/14/20,Bush,Small,Mishmar,4
21,4/14/20,Bush,Small,Tzeelim,4
28,4/14/20,Bush,Small,Tzeelim,4
21,4/14/20,Bush,Small,Mishmar,4
28.5,4/14/20,Bush,Small,Mishmar,4
22,4/14/20,Bush,Small,Tzeelim,4
27.5,4/14/20,Bush,Small,Tzeelim,4
23,4/14/20,Bush,Small,Mishmar,4
27,4/14/20,Bush,Small,Mishmar,4
22.5,4/14/20,Bush,Small,Tzeelim,4
26.5,4/14/20,Bush,Small,Tzeelim,4
24,4/14/20,Bush,Small,Mishmar,4
27.5,4/14/20,Bush,Small,Mishmar,4
23,4/14/20,Bush,Small,Tzeelim,4
26.5,4/14/20,Bush,Small,Tzeelim,4
23.5,4/14/20,Bush,Small,Mishmar,4
26.5,4/14/20,Bush,Small,Mishmar,4
24.5,4/14/20,Bush,Small,Tzeelim,4
25,4/14/20,Bush,Small,Tzeelim,4
23.5,4/14/20,Bush,Small,Mishmar,4
27,4/14/20,Bush,Small,Mishmar,4
22.5,4/15/20,Bush,Small,Tzeelim,4
31.5,4/15/20,Bush,Small,Tzeelim,4
24,4/15/20,Bush,Small,Mishmar,4
34,4/15/20,Bush,Small,Mishmar,4
23,4/15/20,Bush,Small,Tzeelim,4
41.5,4/15/20,Bush,Small,Tzeelim,4
24,4/15/20,Bush,Small,Mishmar,4
31.5,4/15/20,Bush,Small,Mishmar,4
26.5,4/15/20,Bush,Small,Tzeelim,4
27.5,4/15/20,Bush,Small,Tzeelim,4
27,4/15/20,Bush,Small,Mishmar,4
27.5,4/15/20,Bush,Small,Mishmar,4
30,4/15/20,Bush,Small,Tzeelim,4
27,4/15/20,Bush,Small,Tzeelim,4
28,4/15/20,Bush,Small,Mishmar,4
28,4/15/20,Bush,Small,Mishmar,4
28.5,4/15/20,Bush,Small,Tzeelim,4
26.5,4/15/20,Bush,Small,Tzeelim,4
29.5,4/15/20,Bush,Small,Mishmar,4
26.5,4/15/20,Bush,Small,Mishmar,4
33,4/15/20,Bush,Small,Tzeelim,4
26.5,4/15/20,Bush,Small,Tzeelim,4
29.5,4/15/20,Bush,Small,Mishmar,4
27.5,4/15/20,Bush,Small,Mishmar,4
24,4/15/20,Bush,Small,Tzeelim,4
29.5,4/15/20,Bush,Small,Tzeelim,4
25.5,4/15/20,Bush,Small,Mishmar,4
31,4/15/20,Bush,Small,Mishmar,4
24,4/15/20,Bush,Small,Tzeelim,4
36,4/15/20,Bush,Small,Tzeelim,4
25,4/15/20,Bush,Small,Mishmar,4
31,4/15/20,Bush,Small,Mishmar,4
22.5,4/15/20,Bush,Small,Tzeelim,4
32.5,4/15/20,Bush,Small,Tzeelim,4
23.5,4/15/20,Bush,Small,Mishmar,4
34.5,4/15/20,Bush,Small,Mishmar,4
22.5,4/15/20,Bush,Small,Tzeelim,4
42.5,4/15/20,Bush,Small,Tzeelim,4
23.5,4/15/20,Bush,Small,Mishmar,4
32,4/15/20,Bush,Small,Mishmar,4
22,4/15/20,Bush,Small,Tzeelim,4
33,4/15/20,Bush,Small,Tzeelim,4
23,4/15/20,Bush,Small,Mishmar,4
34.5,4/15/20,Bush,Small,Mishmar,4
22,4/15/20,Bush,Small,Tzeelim,4
39.5,4/15/20,Bush,Small,Tzeelim,4
23,4/15/20,Bush,Small,Mishmar,4
32,4/15/20,Bush,Small,Mishmar,4
22,4/15/20,Bush,Small,Tzeelim,4
33,4/15/20,Bush,Small,Tzeelim,4
22.5,4/15/20,Bush,Small,Mishmar,4
33,4/15/20,Bush,Small,Mishmar,4
22,4/15/20,Bush,Small,Tzeelim,4
35.5,4/15/20,Bush,Small,Tzeelim,4
23,4/15/20,Bush,Small,Mishmar,4
32,4/15/20,Bush,Small,Mishmar,4
21,4/15/20,Bush,Small,Tzeelim,4
34,4/15/20,Bush,Small,Tzeelim,4
22,4/15/20,Bush,Small,Mishmar,4
32.5,4/15/20,Bush,Small,Mishmar,4
21.5,4/15/20,Bush,Small,Tzeelim,4
35,4/15/20,Bush,Small,Tzeelim,4
22.5,4/15/20,Bush,Small,Mishmar,4
32,4/15/20,Bush,Small,Mishmar,4
21,4/15/20,Bush,Small,Tzeelim,4
32,4/15/20,Bush,Small,Tzeelim,4
21.5,4/15/20,Bush,Small,Mishmar,4
31.5,4/15/20,Bush,Small,Mishmar,4
21.5,4/15/20,Bush,Small,Tzeelim,4
33,4/15/20,Bush,Small,Tzeelim,4
22,4/15/20,Bush,Small,Mishmar,4
31.5,4/15/20,Bush,Small,Mishmar,4
21.5,4/15/20,Bush,Small,Tzeelim,4
30,4/15/20,Bush,Small,Tzeelim,4
22,4/15/20,Bush,Small,Mishmar,4
30,4/15/20,Bush,Small,Mishmar,4
21.5,4/15/20,Bush,Small,Tzeelim,4
30,4/15/20,Bush,Small,Tzeelim,4
22.5,4/15/20,Bush,Small,Mishmar,4
30,4/15/20,Bush,Small,Mishmar,4
23.5,4/15/20,Bush,Small,Tzeelim,4
29,4/15/20,Bush,Small,Tzeelim,4
24.5,4/15/20,Bush,Small,Mishmar,4
29,4/15/20,Bush,Small,Mishmar,4
24,4/15/20,Bush,Small,Tzeelim,4
29,4/15/20,Bush,Small,Tzeelim,4
25.5,4/15/20,Bush,Small,Mishmar,4
29,4/15/20,Bush,Small,Mishmar,4
25,4/15/20,Bush,Small,Tzeelim,4
28,4/15/20,Bush,Small,Tzeelim,4
25.5,4/15/20,Bush,Small,Mishmar,4
28,4/15/20,Bush,Small,Mishmar,4
26.5,4/15/20,Bush,Small,Tzeelim,4
28,4/15/20,Bush,Small,Tzeelim,4
26,4/15/20,Bush,Small,Mishmar,4
28.5,4/15/20,Bush,Small,Mishmar,4
24.5,4/16/20,Bush,Small,Tzeelim,4
34,4/16/20,Bush,Small,Tzeelim,4
25,4/16/20,Bush,Small,Mishmar,4
37,4/16/20,Bush,Small,Mishmar,4
24.5,4/16/20,Bush,Small,Tzeelim,4
43.5,4/16/20,Bush,Small,Tzeelim,4
26,4/16/20,Bush,Small,Mishmar,4
34.5,4/16/20,Bush,Small,Mishmar,4
28.5,4/16/20,Bush,Small,Tzeelim,4
24.5,4/16/20,Bush,Small,Tzeelim,4
30,4/16/20,Bush,Small,Mishmar,4
26,4/16/20,Bush,Small,Mishmar,4
32,4/16/20,Bush,Small,Tzeelim,4
25,4/16/20,Bush,Small,Tzeelim,4
30,4/16/20,Bush,Small,Mishmar,4
26,4/16/20,Bush,Small,Mishmar,4
30.5,4/16/20,Bush,Small,Tzeelim,4
25,4/16/20,Bush,Small,Tzeelim,4
33,4/16/20,Bush,Small,Mishmar,4
25.5,4/16/20,Bush,Small,Mishmar,4
36,4/16/20,Bush,Small,Tzeelim,4
25.5,4/16/20,Bush,Small,Tzeelim,4
32.5,4/16/20,Bush,Small,Mishmar,4
26,4/16/20,Bush,Small,Mishmar,4
25.5,4/16/20,Bush,Small,Tzeelim,4
32.5,4/16/20,Bush,Small,Tzeelim,4
25.5,4/16/20,Bush,Small,Mishmar,4
36,4/16/20,Bush,Small,Mishmar,4
25.5,4/16/20,Bush,Small,Tzeelim,4
40,4/16/20,Bush,Small,Tzeelim,4
26,4/16/20,Bush,Small,Mishmar,4
34.5,4/16/20,Bush,Small,Mishmar,4
24,4/16/20,Bush,Small,Tzeelim,4
35.5,4/16/20,Bush,Small,Tzeelim,4
24.5,4/16/20,Bush,Small,Mishmar,4
38,4/16/20,Bush,Small,Mishmar,4
23.5,4/16/20,Bush,Small,Tzeelim,4
44.5,4/16/20,Bush,Small,Tzeelim,4
25.5,4/16/20,Bush,Small,Mishmar,4
35,4/16/20,Bush,Small,Mishmar,4
23.5,4/16/20,Bush,Small,Tzeelim,4
36,4/16/20,Bush,Small,Tzeelim,4
24,4/16/20,Bush,Small,Mishmar,4
36.5,4/16/20,Bush,Small,Mishmar,4
22.5,4/16/20,Bush,Small,Tzeelim,4
41,4/16/20,Bush,Small,Tzeelim,4
24.5,4/16/20,Bush,Small,Mishmar,4
34.5,4/16/20,Bush,Small,Mishmar,4
23,4/16/20,Bush,Small,Tzeelim,4
36.5,4/16/20,Bush,Small,Tzeelim,4
23.5,4/16/20,Bush,Small,Mishmar,4
35.5,4/16/20,Bush,Small,Mishmar,4
22.5,4/16/20,Bush,Small,Tzeelim,4
38,4/16/20,Bush,Small,Tzeelim,4
24.5,4/16/20,Bush,Small,Mishmar,4
34.5,4/16/20,Bush,Small,Mishmar,4
22.5,4/16/20,Bush,Small,Tzeelim,4
33,4/16/20,Bush,Small,Tzeelim,4
23,4/16/20,Bush,Small,Mishmar,4
33.5,4/16/20,Bush,Small,Mishmar,4
22,4/16/20,Bush,Small,Tzeelim,4
33.5,4/16/20,Bush,Small,Tzeelim,4
23.5,4/16/20,Bush,Small,Mishmar,4
33,4/16/20,Bush,Small,Mishmar,4
22,4/16/20,Bush,Small,Tzeelim,4
29,4/16/20,Bush,Small,Tzeelim,4
22.5,4/16/20,Bush,Small,Mishmar,4
29.5,4/16/20,Bush,Small,Mishmar,4
21.5,4/16/20,Bush,Small,Tzeelim,4
29.5,4/16/20,Bush,Small,Tzeelim,4
23.5,4/16/20,Bush,Small,Mishmar,4
29,4/16/20,Bush,Small,Mishmar,4
22.5,4/16/20,Bush,Small,Tzeelim,4
26,4/16/20,Bush,Small,Tzeelim,4
23.5,4/16/20,Bush,Small,Mishmar,4
26,4/16/20,Bush,Small,Mishmar,4
22.5,4/16/20,Bush,Small,Tzeelim,4
26.5,4/16/20,Bush,Small,Tzeelim,4
24,4/16/20,Bush,Small,Mishmar,4
26,4/16/20,Bush,Small,Mishmar,4
25.5,4/16/20,Bush,Small,Tzeelim,4
25,4/16/20,Bush,Small,Tzeelim,4
27.5,4/16/20,Bush,Small,Mishmar,4
25.5,4/16/20,Bush,Small,Mishmar,4
25,4/16/20,Bush,Small,Tzeelim,4
25.5,4/16/20,Bush,Small,Tzeelim,4
28,4/16/20,Bush,Small,Mishmar,4
25.5,4/16/20,Bush,Small,Mishmar,4
27,4/16/20,Bush,Small,Tzeelim,4
24.5,4/16/20,Bush,Small,Tzeelim,4
28.5,4/16/20,Bush,Small,Mishmar,4
25,4/16/20,Bush,Small,Mishmar,4
28.5,4/16/20,Bush,Small,Tzeelim,4
25,4/16/20,Bush,Small,Tzeelim,4
28,4/16/20,Bush,Small,Mishmar,4
25,4/16/20,Bush,Small,Mishmar,4
24,4/17/20,Bush,Small,Tzeelim,4
30.5,4/17/20,Bush,Small,Tzeelim,4
24.5,4/17/20,Bush,Small,Mishmar,4
33,4/17/20,Bush,Small,Mishmar,4
24.5,4/17/20,Bush,Small,Tzeelim,4
38.5,4/17/20,Bush,Small,Tzeelim,4
24.5,4/17/20,Bush,Small,Mishmar,4
31,4/17/20,Bush,Small,Mishmar,4
26,4/17/20,Bush,Small,Tzeelim,4
23.5,4/17/20,Bush,Small,Tzeelim,4
28,4/17/20,Bush,Small,Mishmar,4
25,4/17/20,Bush,Small,Mishmar,4
29.5,4/17/20,Bush,Small,Tzeelim,4
24.5,4/17/20,Bush,Small,Tzeelim,4
29,4/17/20,Bush,Small,Mishmar,4
25,4/17/20,Bush,Small,Mishmar,4
28.5,4/17/20,Bush,Small,Tzeelim,4
23.5,4/17/20,Bush,Small,Tzeelim,4
30,4/17/20,Bush,Small,Mishmar,4
24.5,4/17/20,Bush,Small,Mishmar,4
33,4/17/20,Bush,Small,Tzeelim,4
24,4/17/20,Bush,Small,Tzeelim,4
30.5,4/17/20,Bush,Small,Mishmar,4
25,4/17/20,Bush,Small,Mishmar,4
24.5,4/17/20,Bush,Small,Tzeelim,4
29.5,4/17/20,Bush,Small,Tzeelim,4
25.5,4/17/20,Bush,Small,Mishmar,4
31.5,4/17/20,Bush,Small,Mishmar,4
25,4/17/20,Bush,Small,Tzeelim,4
36.5,4/17/20,Bush,Small,Tzeelim,4
25.5,4/17/20,Bush,Small,Mishmar,4
30.5,4/17/20,Bush,Small,Mishmar,4
22.5,4/17/20,Bush,Small,Tzeelim,4
30.5,4/17/20,Bush,Small,Tzeelim,4
23.5,4/17/20,Bush,Small,Mishmar,4
31.5,4/17/20,Bush,Small,Mishmar,4
23,4/17/20,Bush,Small,Tzeelim,4
37.5,4/17/20,Bush,Small,Tzeelim,4
23.5,4/17/20,Bush,Small,Mishmar,4
30,4/17/20,Bush,Small,Mishmar,4
22,4/17/20,Bush,Small,Tzeelim,4
33,4/17/20,Bush,Small,Tzeelim,4
23,4/17/20,Bush,Small,Mishmar,4
33.5,4/17/20,Bush,Small,Mishmar,4
22.5,4/17/20,Bush,Small,Tzeelim,4
38.5,4/17/20,Bush,Small,Tzeelim,4
23,4/17/20,Bush,Small,Mishmar,4
32,4/17/20,Bush,Small,Mishmar,4
21.5,4/17/20,Bush,Small,Tzeelim,4
31,4/17/20,Bush,Small,Tzeelim,4
22,4/17/20,Bush,Small,Mishmar,4
31.5,4/17/20,Bush,Small,Mishmar,4
22,4/17/20,Bush,Small,Tzeelim,4
33,4/17/20,Bush,Small,Tzeelim,4
22,4/17/20,Bush,Small,Mishmar,4
30.5,4/17/20,Bush,Small,Mishmar,4
21,4/17/20,Bush,Small,Tzeelim,4
29.5,4/17/20,Bush,Small,Tzeelim,4
21.5,4/17/20,Bush,Small,Mishmar,4
30,4/17/20,Bush,Small,Mishmar,4
22,4/17/20,Bush,Small,Tzeelim,4
30.5,4/17/20,Bush,Small,Tzeelim,4
22,4/17/20,Bush,Small,Mishmar,4
30,4/17/20,Bush,Small,Mishmar,4
20.5,4/17/20,Bush,Small,Tzeelim,4
28,4/17/20,Bush,Small,Tzeelim,4
22,4/17/20,Bush,Small,Mishmar,4
28,4/17/20,Bush,Small,Mishmar,4
21.5,4/17/20,Bush,Small,Tzeelim,4
30,4/17/20,Bush,Small,Tzeelim,4
22,4/17/20,Bush,Small,Mishmar,4
28.5,4/17/20,Bush,Small,Mishmar,4
21,4/17/20,Bush,Small,Tzeelim,4
24.5,4/17/20,Bush,Small,Tzeelim,4
22,4/17/20,Bush,Small,Mishmar,4
25,4/17/20,Bush,Small,Mishmar,4
22,4/17/20,Bush,Small,Tzeelim,4
26,4/17/20,Bush,Small,Tzeelim,4
22,4/17/20,Bush,Small,Mishmar,4
25.5,4/17/20,Bush,Small,Mishmar,4
22.5,4/17/20,Bush,Small,Tzeelim,4
25,4/17/20,Bush,Small,Tzeelim,4
24,4/17/20,Bush,Small,Mishmar,4
25.5,4/17/20,Bush,Small,Mishmar,4
23.5,4/17/20,Bush,Small,Tzeelim,4
26,4/17/20,Bush,Small,Tzeelim,4
24.5,4/17/20,Bush,Small,Mishmar,4
26.5,4/17/20,Bush,Small,Mishmar,4
24.5,4/17/20,Bush,Small,Tzeelim,4
24,4/17/20,Bush,Small,Tzeelim,4
26.5,4/17/20,Bush,Small,Mishmar,4
25,4/17/20,Bush,Small,Mishmar,4
26,4/17/20,Bush,Small,Tzeelim,4
25,4/17/20,Bush,Small,Tzeelim,4
27,4/17/20,Bush,Small,Mishmar,4
25.5,4/17/20,Bush,Small,Mishmar,4
22.5,4/18/20,Bush,Small,Tzeelim,4
30.5,4/18/20,Bush,Small,Tzeelim,4
23,4/18/20,Bush,Small,Mishmar,4
33.5,4/18/20,Bush,Small,Mishmar,4
23.5,4/18/20,Bush,Small,Tzeelim,4
39.5,4/18/20,Bush,Small,Tzeelim,4
23.5,4/18/20,Bush,Small,Mishmar,4
31,4/18/20,Bush,Small,Mishmar,4
27,4/18/20,Bush,Small,Tzeelim,4
26.5,4/18/20,Bush,Small,Tzeelim,4
28.5,4/18/20,Bush,Small,Mishmar,4
27,4/18/20,Bush,Small,Mishmar,4
30.5,4/18/20,Bush,Small,Tzeelim,4
27,4/18/20,Bush,Small,Tzeelim,4
28.5,4/18/20,Bush,Small,Mishmar,4
27.5,4/18/20,Bush,Small,Mishmar,4
28.5,4/18/20,Bush,Small,Tzeelim,4
26,4/18/20,Bush,Small,Tzeelim,4
30,4/18/20,Bush,Small,Mishmar,4
26.5,4/18/20,Bush,Small,Mishmar,4
33,4/18/20,Bush,Small,Tzeelim,4
26.5,4/18/20,Bush,Small,Tzeelim,4
30,4/18/20,Bush,Small,Mishmar,4
27,4/18/20,Bush,Small,Mishmar,4
23,4/18/20,Bush,Small,Tzeelim,4
30,4/18/20,Bush,Small,Tzeelim,4
24,4/18/20,Bush,Small,Mishmar,4
31.5,4/18/20,Bush,Small,Mishmar,4
24,4/18/20,Bush,Small,Tzeelim,4
36,4/18/20,Bush,Small,Tzeelim,4
24.5,4/18/20,Bush,Small,Mishmar,4
31,4/18/20,Bush,Small,Mishmar,4
22,4/18/20,Bush,Small,Tzeelim,4
31,4/18/20,Bush,Small,Tzeelim,4
22.5,4/18/20,Bush,Small,Mishmar,4
33,4/18/20,Bush,Small,Mishmar,4
23,4/18/20,Bush,Small,Tzeelim,4
40,4/18/20,Bush,Small,Tzeelim,4
23,4/18/20,Bush,Small,Mishmar,4
31,4/18/20,Bush,Small,Mishmar,4
21.5,4/18/20,Bush,Small,Tzeelim,4
34,4/18/20,Bush,Small,Tzeelim,4
22,4/18/20,Bush,Small,Mishmar,4
33.5,4/18/20,Bush,Small,Mishmar,4
22.5,4/18/20,Bush,Small,Tzeelim,4
39,4/18/20,Bush,Small,Tzeelim,4
22.5,4/18/20,Bush,Small,Mishmar,4
31.5,4/18/20,Bush,Small,Mishmar,4
21,4/18/20,Bush,Small,Tzeelim,4
34,4/18/20,Bush,Small,Tzeelim,4
22,4/18/20,Bush,Small,Mishmar,4
33.5,4/18/20,Bush,Small,Mishmar,4
22,4/18/20,Bush,Small,Tzeelim,4
36.5,4/18/20,Bush,Small,Tzeelim,4
22.5,4/18/20,Bush,Small,Mishmar,4
32,4/18/20,Bush,Small,Mishmar,4
20.5,4/18/20,Bush,Small,Tzeelim,4
34,4/18/20,Bush,Small,Tzeelim,4
21.5,4/18/20,Bush,Small,Mishmar,4
32.5,4/18/20,Bush,Small,Mishmar,4
21.5,4/18/20,Bush,Small,Tzeelim,4
34.5,4/18/20,Bush,Small,Tzeelim,4
22,4/18/20,Bush,Small,Mishmar,4
32.5,4/18/20,Bush,Small,Mishmar,4
20,4/18/20,Bush,Small,Tzeelim,4
32,4/18/20,Bush,Small,Tzeelim,4
21.5,4/18/20,Bush,Small,Mishmar,4
31.5,4/18/20,Bush,Small,Mishmar,4
21,4/18/20,Bush,Small,Tzeelim,4
33,4/18/20,Bush,Small,Tzeelim,4
21.5,4/18/20,Bush,Small,Mishmar,4
31,4/18/20,Bush,Small,Mishmar,4
21,4/18/20,Bush,Small,Tzeelim,4
30.5,4/18/20,Bush,Small,Tzeelim,4
22.5,4/18/20,Bush,Small,Mishmar,4
29.5,4/18/20,Bush,Small,Mishmar,4
21.5,4/18/20,Bush,Small,Tzeelim,4
30.5,4/18/20,Bush,Small,Tzeelim,4
22.5,4/18/20,Bush,Small,Mishmar,4
30,4/18/20,Bush,Small,Mishmar,4
22.5,4/18/20,Bush,Small,Tzeelim,4
29,4/18/20,Bush,Small,Tzeelim,4
26,4/18/20,Bush,Small,Mishmar,4
28.5,4/18/20,Bush,Small,Mishmar,4
23.5,4/18/20,Bush,Small,Tzeelim,4
28.5,4/18/20,Bush,Small,Tzeelim,4
27,4/18/20,Bush,Small,Mishmar,4
29.5,4/18/20,Bush,Small,Mishmar,4
